# Time (s), Freestream Velocity Z (m/s), Az (m/s²)
18.791708,-32.922046,-10.060704
18.793417,-32.904858,-10.060401
18.795125,-32.887671,-10.060098
18.796834,-32.870484,-10.059796
18.800000,-32.838633,-10.059235
18.803166,-32.806783,-10.058675
18.806333,-32.774934,-10.058115
18.809499,-32.743088,-10.057556
18.810000,-32.738049,-10.057468
18.810501,-32.733010,-10.057380
18.811002,-32.727971,-10.057291
18.811503,-32.722932,-10.057203
18.812004,-32.717893,-10.057115
18.817014,-32.667506,-10.056232
18.820000,-32.637483,-10.055707
18.822986,-32.607461,-10.055182
18.825971,-32.577441,-10.054658
18.828957,-32.547423,-10.054135
18.830000,-32.536935,-10.053952
18.831043,-32.526447,-10.053769
18.832086,-32.515960,-10.053586
18.833129,-32.505472,-10.053404
18.840000,-32.436404,-10.052203
18.846871,-32.367344,-10.051004
18.850000,-32.335891,-10.050459
18.853129,-32.304439,-10.049915
18.856259,-32.272989,-10.049371
18.859388,-32.241541,-10.048828
18.860000,-32.235395,-10.048721
18.860612,-32.229249,-10.048615
18.861223,-32.223104,-10.048509
18.861835,-32.216958,-10.048403
18.862446,-32.210813,-10.048297
18.868562,-32.149361,-10.047238
18.870000,-32.134916,-10.046989
18.871438,-32.120472,-10.046741
18.872875,-32.106028,-10.046492
18.874313,-32.091584,-10.046244
18.880000,-32.034455,-10.045263
18.885687,-31.977332,-10.044284
18.890000,-31.934011,-10.043542
18.894313,-31.890693,-10.042802
18.898626,-31.847379,-10.042062
18.900000,-31.833584,-10.041827
18.901374,-31.819790,-10.041592
18.902747,-31.805996,-10.041357
18.904121,-31.792202,-10.041122
18.905495,-31.778409,-10.040887
18.910000,-31.733175,-10.040118
18.914505,-31.687944,-10.039350
18.919010,-31.642716,-10.038582
18.920000,-31.632782,-10.038414
18.920990,-31.622848,-10.038246
18.921979,-31.612914,-10.038078
18.922969,-31.602980,-10.037909
18.923958,-31.593047,-10.037741
18.930000,-31.532406,-10.036716
18.936042,-31.471772,-10.035693
18.940000,-31.432048,-10.035024
18.943958,-31.392326,-10.034355
18.947917,-31.352607,-10.033688
18.950000,-31.331706,-10.033337
18.952083,-31.310805,-10.032986
18.954166,-31.289905,-10.032636
18.956249,-31.269006,-10.032286
18.958333,-31.248107,-10.031936
18.960000,-31.231381,-10.031656
18.961667,-31.214655,-10.031376
18.963335,-31.197929,-10.031097
18.965002,-31.181204,-10.030817
18.966669,-31.164479,-10.030538
18.970000,-31.131073,-10.029981
18.973331,-31.097668,-10.029424
18.976661,-31.064265,-10.028868
18.979992,-31.030864,-10.028312
18.980000,-31.030781,-10.028311
18.980008,-31.030698,-10.028309
18.980017,-31.030615,-10.028308
18.980025,-31.030531,-10.028307
18.980033,-31.030448,-10.028305
18.980116,-31.029616,-10.028291
18.980199,-31.028784,-10.028278
18.980282,-31.027951,-10.028264
18.980365,-31.027119,-10.028250
18.981195,-31.018797,-10.028112
18.982025,-31.010474,-10.027973
18.982855,-31.002152,-10.027835
18.983685,-30.993830,-10.027697
18.990000,-30.930506,-10.026647
18.996315,-30.867189,-10.025599
19.000000,-30.830248,-10.024988
19.003685,-30.793309,-10.024379
19.007370,-30.756372,-10.023770
19.010000,-30.730007,-10.023335
19.012630,-30.703642,-10.022902
19.015261,-30.677278,-10.022468
19.017891,-30.650916,-10.022035
19.020000,-30.629781,-10.021688
19.022109,-30.608648,-10.021342
19.024218,-30.587515,-10.020995
19.026326,-30.566383,-10.020649
19.028435,-30.545251,-10.020303
19.030000,-30.529573,-10.020047
19.031565,-30.513895,-10.019790
19.033129,-30.498217,-10.019534
19.034694,-30.482540,-10.019278
19.036259,-30.466863,-10.019022
19.040000,-30.429380,-10.018411
19.043741,-30.391900,-10.017800
19.047483,-30.354422,-10.017190
19.050000,-30.329205,-10.016781
19.052517,-30.303988,-10.016371
19.055035,-30.278773,-10.015962
19.057552,-30.253559,-10.015553
19.060000,-30.229045,-10.015156
19.062448,-30.204532,-10.014759
19.064895,-30.180020,-10.014363
19.067343,-30.155509,-10.013966
19.069791,-30.130999,-10.013571
19.070000,-30.128901,-10.013537
19.070209,-30.126804,-10.013503
19.070419,-30.124706,-10.013469
19.070628,-30.122609,-10.013435
19.070838,-30.120511,-10.013401
19.072933,-30.099536,-10.013063
19.075027,-30.078561,-10.012725
19.077122,-30.057587,-10.012387
19.079217,-30.036613,-10.012050
19.080000,-30.028774,-10.011923
19.080783,-30.020935,-10.011797
19.081566,-30.013096,-10.011671
19.082349,-30.005257,-10.011545
19.083132,-29.997418,-10.011419
19.090000,-29.928663,-10.010316
19.096868,-29.859915,-10.009215
19.100000,-29.828568,-10.008713
19.103132,-29.797222,-10.008213
19.106264,-29.765878,-10.007713
19.109396,-29.734535,-10.007213
19.110000,-29.728489,-10.007117
19.110604,-29.722442,-10.007020
19.111208,-29.716395,-10.006924
19.111813,-29.710349,-10.006828
19.112417,-29.704302,-10.006732
19.118459,-29.643841,-10.005770
19.120000,-29.628425,-10.005526
19.121541,-29.613011,-10.005281
19.123081,-29.597596,-10.005037
19.124622,-29.582182,-10.004792
19.130000,-29.528378,-10.003940
19.135378,-29.474579,-10.003090
19.140000,-29.428347,-10.002360
19.144622,-29.382118,-10.001632
19.149244,-29.335892,-10.000905
19.150000,-29.328331,-10.000786
19.150756,-29.320770,-10.000668
19.151512,-29.313209,-10.000549
19.152268,-29.305648,-10.000430
19.153024,-29.298087,-10.000311
19.160000,-29.228331,-9.999218
19.166976,-29.158582,-9.998127
19.170000,-29.128346,-9.997655
19.173024,-29.098112,-9.997184
19.176048,-29.067879,-9.996713
19.179073,-29.037648,-9.996242
19.180000,-29.028378,-9.996098
19.180927,-29.019108,-9.995954
19.181855,-29.009839,-9.995810
19.182782,-29.000569,-9.995666
19.183709,-28.991300,-9.995522
19.190000,-28.928425,-9.994547
19.196291,-28.865555,-9.993573
19.200000,-28.828487,-9.993001
19.203709,-28.791420,-9.992428
19.207419,-28.754356,-9.991857
19.210000,-28.728564,-9.991460
19.212581,-28.702774,-9.991063
19.215163,-28.676984,-9.990667
19.217744,-28.651195,-9.990271
19.220000,-28.628658,-9.989925
19.222256,-28.606121,-9.989580
19.224512,-28.583585,-9.989234
19.226768,-28.561050,-9.988890
19.229024,-28.538515,-9.988545
19.230000,-28.528766,-9.988396
19.230976,-28.519017,-9.988247
19.231952,-28.509268,-9.988098
19.232928,-28.499519,-9.987949
19.233904,-28.489770,-9.987800
19.240000,-28.428890,-9.986872
19.246096,-28.368015,-9.985946
19.250000,-28.329029,-9.985354
19.253904,-28.290044,-9.984763
19.257808,-28.251063,-9.984172
19.260000,-28.229183,-9.983841
19.262192,-28.207303,-9.983510
19.264383,-28.185425,-9.983180
19.266575,-28.163547,-9.982850
19.268766,-28.141669,-9.982520
19.270000,-28.129352,-9.982334
19.271234,-28.117034,-9.982148
19.272468,-28.104717,-9.981963
19.273702,-28.092400,-9.981777
19.274936,-28.080083,-9.981592
19.280000,-28.029536,-9.980832
19.285064,-27.978993,-9.980074
19.290000,-27.929735,-9.979336
19.294936,-27.880481,-9.978600
19.299872,-27.831230,-9.977865
19.300000,-27.829949,-9.977846
19.300128,-27.828668,-9.977827
19.300257,-27.827387,-9.977807
19.300385,-27.826106,-9.977788
19.300514,-27.824825,-9.977769
19.301797,-27.812015,-9.977578
19.303081,-27.799206,-9.977387
19.304365,-27.786396,-9.977197
19.305649,-27.773587,-9.977006
19.310000,-27.730178,-9.976361
19.314351,-27.686772,-9.975716
19.318702,-27.643368,-9.975073
19.320000,-27.630422,-9.974881
19.321298,-27.617476,-9.974689
19.322596,-27.604530,-9.974498
19.323894,-27.591584,-9.974307
19.325192,-27.578638,-9.974115
19.330000,-27.530680,-9.973407
19.334808,-27.482726,-9.972700
19.339617,-27.434775,-9.971995
19.340000,-27.430954,-9.971939
19.340383,-27.427133,-9.971882
19.340766,-27.423312,-9.971826
19.341150,-27.419491,-9.971770
19.341533,-27.415670,-9.971714
19.345364,-27.377463,-9.971153
19.349196,-27.339257,-9.970593
19.350000,-27.331242,-9.970476
19.350804,-27.323226,-9.970358
19.351608,-27.315210,-9.970241
19.352412,-27.307195,-9.970124
19.360000,-27.231544,-9.969018
19.367588,-27.155902,-9.967916
19.370000,-27.131861,-9.967566
19.372412,-27.107821,-9.967217
19.374824,-27.083782,-9.966868
19.377236,-27.059744,-9.966519
19.380000,-27.032193,-9.966120
19.382764,-27.004643,-9.965721
19.385529,-26.977094,-9.965323
19.388293,-26.949546,-9.964925
19.390000,-26.932539,-9.964679
19.391707,-26.915532,-9.964434
19.393413,-26.898527,-9.964188
19.395120,-26.881521,-9.963943
19.396827,-26.864516,-9.963698
19.400000,-26.832899,-9.963244
19.403173,-26.801284,-9.962789
19.406347,-26.769670,-9.962335
19.409520,-26.738058,-9.961882
19.410000,-26.733274,-9.961814
19.410480,-26.728490,-9.961745
19.410960,-26.723706,-9.961677
19.411441,-26.718923,-9.961608
19.411921,-26.714139,-9.961540
19.416723,-26.666304,-9.960855
19.420000,-26.633663,-9.960389
19.423277,-26.601023,-9.959924
19.426554,-26.568385,-9.959459
19.429831,-26.535748,-9.958994
19.430000,-26.534066,-9.958970
19.430169,-26.532385,-9.958946
19.430338,-26.530703,-9.958922
19.430507,-26.529021,-9.958899
19.430675,-26.527340,-9.958875
19.432364,-26.510525,-9.958636
19.434052,-26.493710,-9.958397
19.435741,-26.476895,-9.958158
19.437429,-26.460081,-9.957920
19.440000,-26.434484,-9.957557
19.442571,-26.408887,-9.957194
19.445141,-26.383291,-9.956832
19.447712,-26.357696,-9.956470
19.450000,-26.334915,-9.956149
19.452288,-26.312134,-9.955827
19.454576,-26.289355,-9.955506
19.456864,-26.266575,-9.955185
19.459153,-26.243797,-9.954865
19.460000,-26.235361,-9.954746
19.460847,-26.226924,-9.954628
19.461695,-26.218488,-9.954509
19.462542,-26.210052,-9.954391
19.463390,-26.201615,-9.954272
19.470000,-26.135820,-9.953349
19.476610,-26.070031,-9.952429
19.480000,-26.036294,-9.951958
19.483390,-26.002558,-9.951487
19.486780,-25.968824,-9.951018
19.490000,-25.936781,-9.950572
19.493220,-25.904739,-9.950127
19.496440,-25.872700,-9.949682
19.499660,-25.840661,-9.949238
19.500000,-25.837282,-9.949191
19.500340,-25.833903,-9.949144
19.500679,-25.830524,-9.949098
19.501019,-25.827145,-9.949051
19.501358,-25.823766,-9.949004
19.504755,-25.789978,-9.948537
19.508151,-25.756192,-9.948070
19.510000,-25.737797,-9.947816
19.511849,-25.719403,-9.947563
19.513698,-25.701009,-9.947309
19.515547,-25.682615,-9.947056
19.520000,-25.638326,-9.946447
19.524453,-25.594039,-9.945839
19.528905,-25.549755,-9.945232
19.530000,-25.538868,-9.945082
19.531095,-25.527981,-9.944933
19.532189,-25.517094,-9.944784
19.533284,-25.506207,-9.944636
19.534379,-25.495321,-9.944487
19.540000,-25.439424,-9.943724
19.545621,-25.383532,-9.942962
19.550000,-25.339994,-9.942371
19.554379,-25.296458,-9.941780
19.558758,-25.252925,-9.941190
19.560000,-25.240577,-9.941023
19.561242,-25.228228,-9.940856
19.562484,-25.215880,-9.940689
19.563726,-25.203533,-9.940522
19.564969,-25.191185,-9.940355
19.570000,-25.141173,-9.939680
19.575031,-25.091164,-9.939007
19.580000,-25.041783,-9.938343
19.584969,-24.992405,-9.937681
19.589937,-24.943030,-9.937020
19.590000,-24.942406,-9.937012
19.590063,-24.941782,-9.937004
19.590126,-24.941159,-9.936995
19.590188,-24.940535,-9.936987
19.590251,-24.939911,-9.936979
19.590879,-24.933674,-9.936895
19.591506,-24.927437,-9.936812
19.592134,-24.921200,-9.936729
19.592762,-24.914963,-9.936645
19.599039,-24.852595,-9.935813
19.600000,-24.843043,-9.935686
19.600961,-24.833491,-9.935559
19.601923,-24.823939,-9.935432
19.602884,-24.814388,-9.935305
19.610000,-24.743692,-9.934365
19.617116,-24.673004,-9.933429
19.620000,-24.644355,-9.933050
19.622884,-24.615708,-9.932672
19.625768,-24.587062,-9.932294
19.628652,-24.558417,-9.931917
19.630000,-24.545031,-9.931741
19.631348,-24.531646,-9.931564
19.632696,-24.518260,-9.931388
19.634043,-24.504875,-9.931212
19.635391,-24.491490,-9.931037
19.640000,-24.445721,-9.930436
19.644609,-24.399954,-9.929837
19.649218,-24.354190,-9.929239
19.650000,-24.346423,-9.929137
19.650782,-24.338656,-9.929036
19.651564,-24.330889,-9.928935
19.652347,-24.323123,-9.928833
19.653129,-24.315356,-9.928732
19.660000,-24.247138,-9.927844
19.666871,-24.178926,-9.926958
19.670000,-24.147866,-9.926556
19.673129,-24.116807,-9.926154
19.676258,-24.085750,-9.925753
19.679387,-24.054694,-9.925352
19.680000,-24.048607,-9.925273
19.680613,-24.042520,-9.925195
19.681227,-24.036433,-9.925116
19.681840,-24.030346,-9.925038
19.682453,-24.024260,-9.924959
19.688586,-23.963395,-9.924176
19.690000,-23.949360,-9.923996
19.691414,-23.935326,-9.923816
19.692828,-23.921291,-9.923636
19.694243,-23.907257,-9.923456
19.695657,-23.893223,-9.923276
19.700000,-23.850127,-9.922724
19.704343,-23.807033,-9.922174
19.708686,-23.763942,-9.921624
19.710000,-23.750906,-9.921458
19.711314,-23.737870,-9.921292
19.712628,-23.724835,-9.921126
19.713942,-23.711800,-9.920960
19.715256,-23.698765,-9.920794
19.720000,-23.651698,-9.920197
19.724744,-23.604633,-9.919600
19.729489,-23.557571,-9.919005
19.730000,-23.552502,-9.918941
19.730511,-23.547433,-9.918877
19.731022,-23.542364,-9.918813
19.731533,-23.537295,-9.918749
19.732044,-23.532226,-9.918685
19.737155,-23.481539,-9.918046
19.740000,-23.453319,-9.917691
19.742845,-23.425100,-9.917336
19.745691,-23.396881,-9.916982
19.748536,-23.368664,-9.916628
19.750000,-23.354148,-9.916446
19.751464,-23.339632,-9.916265
19.752928,-23.325116,-9.916083
19.754392,-23.310601,-9.915901
19.755855,-23.296086,-9.915720
19.760000,-23.254990,-9.915207
19.764145,-23.213896,-9.914695
19.768289,-23.172804,-9.914184
19.770000,-23.155844,-9.913973
19.771711,-23.138884,-9.913762
19.773421,-23.121925,-9.913552
19.775132,-23.104967,-9.913342
19.776843,-23.088008,-9.913132
19.780000,-23.056710,-9.912744
19.783157,-23.025414,-9.912358
19.786315,-22.994118,-9.911971
19.789472,-22.962824,-9.911586
19.790000,-22.957589,-9.911521
19.790528,-22.952354,-9.911457
19.791056,-22.947119,-9.911392
19.791585,-22.941884,-9.911328
19.792113,-22.936649,-9.911263
19.797394,-22.884303,-9.910620
19.800000,-22.858480,-9.910303
19.802606,-22.832658,-9.909987
19.805211,-22.806836,-9.909671
19.807817,-22.781016,-9.909355
19.810000,-22.759383,-9.909091
19.812183,-22.737751,-9.908827
19.814366,-22.716119,-9.908563
19.820000,-22.660298,-9.907883
19.825634,-22.604481,-9.907205
19.830000,-22.561225,-9.906681
19.834366,-22.517972,-9.906158
19.838732,-22.474721,-9.905636
19.840000,-22.462164,-9.905485
19.841268,-22.449608,-9.905333
19.842535,-22.437053,-9.905182
19.843803,-22.424497,-9.905031
19.850000,-22.363116,-9.904293
19.856197,-22.301739,-9.903558
19.860000,-22.264079,-9.903107
19.863803,-22.226420,-9.902658
19.867606,-22.188763,-9.902209
19.870000,-22.165053,-9.901927
19.872394,-22.141344,-9.901645
19.874789,-22.117635,-9.901363
19.877183,-22.093927,-9.901082
19.880000,-22.066040,-9.900752
19.882817,-22.038154,-9.900422
19.885633,-22.010269,-9.900092
19.888450,-21.982385,-9.899763
19.890000,-21.967038,-9.899582
19.891550,-21.951692,-9.899401
19.893100,-21.936347,-9.899220
19.894651,-21.921001,-9.899040
19.896201,-21.905656,-9.898859
19.900000,-21.868048,-9.898418
19.903799,-21.830442,-9.897977
19.907599,-21.792837,-9.897536
19.910000,-21.769070,-9.897259
19.912401,-21.745303,-9.896981
19.914803,-21.721537,-9.896704
19.917204,-21.697771,-9.896427
19.919606,-21.674006,-9.896150
19.920000,-21.670103,-9.896105
19.920394,-21.666200,-9.896060
19.920789,-21.662297,-9.896014
19.921183,-21.658394,-9.895969
19.921578,-21.654490,-9.895923
19.925522,-21.615460,-9.895470
19.929466,-21.576431,-9.895018
19.930000,-21.571148,-9.894957
19.930534,-21.565864,-9.894895
19.931068,-21.560581,-9.894834
19.931602,-21.555297,-9.894773
19.936942,-21.502463,-9.894163
19.940000,-21.472204,-9.893814
19.943058,-21.441946,-9.893465
19.946117,-21.411688,-9.893117
19.949175,-21.381432,-9.892770
19.950000,-21.373272,-9.892676
19.950825,-21.365111,-9.892582
19.951650,-21.356951,-9.892489
19.952475,-21.348790,-9.892395
19.953300,-21.340630,-9.892302
19.960000,-21.274350,-9.891544
19.966700,-21.208076,-9.890788
19.970000,-21.175441,-9.890417
19.973300,-21.142807,-9.890046
19.976599,-21.110174,-9.889676
19.979899,-21.077543,-9.889307
19.980000,-21.076542,-9.889295
19.980101,-21.075541,-9.889284
19.980202,-21.074540,-9.889273
19.980304,-21.073539,-9.889261
19.980405,-21.072539,-9.889250
19.981417,-21.062530,-9.889137
19.982429,-21.052522,-9.889024
19.983441,-21.042513,-9.888911
19.984453,-21.032505,-9.888798
19.990000,-20.977655,-9.888179
19.995547,-20.922808,-9.887562
20.000000,-20.878778,-9.887068
20.004453,-20.834751,-9.886575
20.008906,-20.790726,-9.886083
20.010000,-20.779913,-9.885963
20.011094,-20.769101,-9.885842
20.012187,-20.758288,-9.885721
20.013281,-20.747476,-9.885601
20.014375,-20.736663,-9.885481
20.020000,-20.681059,-9.884862
20.025625,-20.625459,-9.884246
20.030000,-20.582216,-9.883768
20.034375,-20.538976,-9.883290
20.038750,-20.495737,-9.882814
20.040000,-20.483384,-9.882678
20.041250,-20.471030,-9.882542
20.042500,-20.458677,-9.882406
20.043750,-20.446324,-9.882271
20.045000,-20.433971,-9.882135
20.050000,-20.384562,-9.881594
20.055000,-20.335156,-9.881054
20.060000,-20.285753,-9.880515
20.060000,-20.285752,-9.880515
20.060000,-20.285751,-9.880515
20.060000,-20.285750,-9.880515
20.060000,-20.285749,-9.880515
20.060000,-20.285749,-9.880515
20.060001,-20.285740,-9.880515
20.060002,-20.285731,-9.880515
20.060003,-20.285723,-9.880515
20.060004,-20.285714,-9.880515
20.060012,-20.285628,-9.880514
20.060021,-20.285543,-9.880513
20.060030,-20.285457,-9.880512
20.060117,-20.284599,-9.880502
20.060203,-20.283742,-9.880493
20.060290,-20.282884,-9.880484
20.061158,-20.274307,-9.880390
20.062026,-20.265731,-9.880297
20.062894,-20.257154,-9.880204
20.063762,-20.248578,-9.880110
20.070000,-20.186952,-9.879441
20.076238,-20.125331,-9.878774
20.080000,-20.088163,-9.878373
20.083762,-20.050997,-9.877973
20.087525,-20.013832,-9.877573
20.090000,-19.989385,-9.877310
20.092475,-19.964938,-9.877048
20.094950,-19.940492,-9.876786
20.097425,-19.916047,-9.876524
20.100000,-19.890617,-9.876253
20.102575,-19.865188,-9.875981
20.105150,-19.839759,-9.875710
20.107724,-19.814331,-9.875439
20.110000,-19.791860,-9.875200
20.112276,-19.769389,-9.874962
20.114551,-19.746918,-9.874723
20.116827,-19.724448,-9.874485
20.119102,-19.701979,-9.874247
20.120000,-19.693113,-9.874153
20.120898,-19.684247,-9.874060
20.121796,-19.675381,-9.873966
20.122694,-19.666515,-9.873872
20.123592,-19.657649,-9.873779
20.130000,-19.594377,-9.873112
20.136408,-19.531109,-9.872447
20.140000,-19.495651,-9.872075
20.143592,-19.460194,-9.871703
20.147183,-19.424739,-9.871333
20.150000,-19.396935,-9.871043
20.152817,-19.369132,-9.870753
20.155633,-19.341330,-9.870464
20.158450,-19.313529,-9.870175
20.160000,-19.298230,-9.870016
20.161550,-19.282931,-9.869858
20.163100,-19.267632,-9.869699
20.164650,-19.252334,-9.869541
20.166200,-19.237036,-9.869382
20.170000,-19.199535,-9.868995
20.173800,-19.162035,-9.868608
20.177600,-19.124537,-9.868223
20.180000,-19.100850,-9.867979
20.182400,-19.077163,-9.867736
20.184801,-19.053477,-9.867493
20.187201,-19.029792,-9.867251
20.189601,-19.006107,-9.867009
20.190000,-19.002175,-9.866969
20.190399,-18.998243,-9.866928
20.190797,-18.994311,-9.866888
20.191196,-18.990379,-9.866848
20.191594,-18.986447,-9.866808
20.195579,-18.947129,-9.866407
20.199564,-18.907812,-9.866007
20.200000,-18.903510,-9.865963
20.200436,-18.899209,-9.865920
20.200872,-18.894908,-9.865876
20.201308,-18.890606,-9.865832
20.201744,-18.886305,-9.865788
20.206104,-18.843292,-9.865352
20.210000,-18.804856,-9.864963
20.213896,-18.766421,-9.864575
20.217792,-18.727988,-9.864188
20.220000,-18.706211,-9.863969
20.222208,-18.684435,-9.863750
20.224415,-18.662659,-9.863531
20.226623,-18.640884,-9.863313
20.230000,-18.607576,-9.862979
20.233377,-18.574270,-9.862646
20.236754,-18.540965,-9.862314
20.240000,-18.508952,-9.861995
20.243246,-18.476939,-9.861677
20.246492,-18.444927,-9.861359
20.249738,-18.412916,-9.861042
20.250000,-18.410336,-9.861017
20.250262,-18.407756,-9.860991
20.250523,-18.405176,-9.860965
20.250785,-18.402597,-9.860940
20.251047,-18.400017,-9.860914
20.253663,-18.374217,-9.860659
20.256279,-18.348419,-9.860405
20.258896,-18.322621,-9.860150
20.260000,-18.311731,-9.860043
20.261104,-18.300842,-9.859936
20.262209,-18.289953,-9.859829
20.263313,-18.279064,-9.859722
20.270000,-18.213136,-9.859075
20.276687,-18.147212,-9.858431
20.280000,-18.114550,-9.858112
20.283313,-18.081889,-9.857794
20.286626,-18.049229,-9.857477
20.289939,-18.016570,-9.857160
20.290000,-18.015973,-9.857155
20.290061,-18.015377,-9.857149
20.290121,-18.014780,-9.857143
20.290182,-18.014183,-9.857137
20.290242,-18.013587,-9.857131
20.290847,-18.007620,-9.857074
20.291453,-18.001653,-9.857016
20.292058,-17.995687,-9.856958
20.292663,-17.989720,-9.856900
20.298717,-17.930056,-9.856324
20.300000,-17.917407,-9.856202
20.301283,-17.904757,-9.856081
20.302567,-17.892108,-9.855959
20.303850,-17.879459,-9.855837
20.310000,-17.818849,-9.855255
20.316150,-17.758243,-9.854676
20.320000,-17.720301,-9.854314
20.323850,-17.682362,-9.853953
20.327700,-17.644423,-9.853592
20.330000,-17.621763,-9.853377
20.332300,-17.599103,-9.853163
20.334599,-17.576444,-9.852949
20.336899,-17.553786,-9.852735
20.340000,-17.523234,-9.852446
20.343101,-17.492683,-9.852159
20.346202,-17.462133,-9.851872
20.349303,-17.431584,-9.851585
20.350000,-17.424714,-9.851521
20.350697,-17.417845,-9.851456
20.351395,-17.410975,-9.851392
20.352092,-17.404106,-9.851328
20.352789,-17.397236,-9.851263
20.359762,-17.328545,-9.850622
20.360000,-17.326203,-9.850600
20.360238,-17.323862,-9.850578
20.360475,-17.321520,-9.850556
20.360713,-17.319178,-9.850535
20.363090,-17.295761,-9.850317
20.365468,-17.272344,-9.850099
20.367845,-17.248927,-9.849882
20.370000,-17.227702,-9.849685
20.372155,-17.206477,-9.849488
20.374310,-17.185253,-9.849292
20.376465,-17.164029,-9.849096
20.380000,-17.129210,-9.848775
20.383535,-17.094391,-9.848454
20.387071,-17.059574,-9.848135
20.390000,-17.030726,-9.847870
20.392929,-17.001879,-9.847606
20.395859,-16.973033,-9.847343
20.398788,-16.944187,-9.847080
20.400000,-16.932252,-9.846971
20.401212,-16.920317,-9.846862
20.402424,-16.908383,-9.846754
20.403636,-16.896448,-9.846645
20.404848,-16.884513,-9.846537
20.410000,-16.833787,-9.846077
20.415152,-16.783063,-9.845618
20.420000,-16.735331,-9.845188
20.424848,-16.687600,-9.844759
20.429696,-16.639872,-9.844331
20.430000,-16.636883,-9.844304
20.430304,-16.633894,-9.844278
20.430607,-16.630906,-9.844251
20.430911,-16.627917,-9.844224
20.431214,-16.624928,-9.844197
20.434251,-16.595041,-9.843930
20.437287,-16.565154,-9.843664
20.440000,-16.538445,-9.843426
20.442713,-16.511736,-9.843189
20.445427,-16.485028,-9.842952
20.448140,-16.458320,-9.842715
20.450000,-16.440015,-9.842553
20.451860,-16.421710,-9.842391
20.453720,-16.403405,-9.842230
20.455579,-16.385101,-9.842068
20.457439,-16.366796,-9.841907
20.460000,-16.341594,-9.841685
20.462561,-16.316391,-9.841464
20.465122,-16.291189,-9.841242
20.467682,-16.265988,-9.841021
20.470000,-16.243181,-9.840822
20.472318,-16.220374,-9.840622
20.474635,-16.197568,-9.840423
20.476953,-16.174762,-9.840224
20.479270,-16.151957,-9.840025
20.480000,-16.144777,-9.839963
20.480730,-16.137597,-9.839900
20.481459,-16.130418,-9.839838
20.482189,-16.123238,-9.839775
20.489485,-16.051445,-9.839153
20.490000,-16.046382,-9.839109
20.490515,-16.041319,-9.839065
20.491029,-16.036256,-9.839021
20.491544,-16.031193,-9.838978
20.496690,-15.980565,-9.838541
20.500000,-15.947995,-9.838261
20.503310,-15.915426,-9.837981
20.506621,-15.882859,-9.837702
20.509931,-15.850292,-9.837423
20.510000,-15.849617,-9.837418
20.510069,-15.848941,-9.837412
20.510137,-15.848266,-9.837406
20.510206,-15.847591,-9.837400
20.510275,-15.846916,-9.837395
20.510961,-15.840164,-9.837337
20.511647,-15.833412,-9.837279
20.512334,-15.826661,-9.837222
20.513020,-15.819909,-9.837164
20.519883,-15.752396,-9.836590
20.520000,-15.751247,-9.836580
20.520117,-15.750097,-9.836570
20.520234,-15.748948,-9.836561
20.520350,-15.747799,-9.836551
20.521519,-15.736309,-9.836453
20.522687,-15.724818,-9.836356
20.523855,-15.713328,-9.836259
20.525023,-15.701838,-9.836161
20.530000,-15.652885,-9.835748
20.534977,-15.603934,-9.835335
20.539954,-15.554985,-9.834924
20.540000,-15.554532,-9.834920
20.540046,-15.554078,-9.834917
20.540092,-15.553625,-9.834913
20.540138,-15.553172,-9.834909
20.540599,-15.548638,-9.834871
20.541060,-15.544105,-9.834833
20.541521,-15.539572,-9.834795
20.541982,-15.535038,-9.834757
20.546592,-15.489706,-9.834378
20.550000,-15.456186,-9.834099
20.553408,-15.422668,-9.833820
20.556817,-15.389150,-9.833541
20.560000,-15.357850,-9.833282
20.563183,-15.326550,-9.833023
20.566366,-15.295252,-9.832765
20.569549,-15.263954,-9.832507
20.570000,-15.259521,-9.832471
20.570451,-15.255088,-9.832434
20.570902,-15.250655,-9.832398
20.571353,-15.246222,-9.832362
20.571803,-15.241789,-9.832325
20.576312,-15.197462,-9.831962
20.580000,-15.161200,-9.831665
20.583688,-15.124940,-9.831369
20.587376,-15.088680,-9.831074
20.590000,-15.062888,-9.830864
20.592624,-15.037095,-9.830655
20.595247,-15.011303,-9.830446
20.597871,-14.985512,-9.830238
20.600000,-14.964583,-9.830069
20.602129,-14.943654,-9.829900
20.604258,-14.922725,-9.829732
20.606387,-14.901797,-9.829563
20.608516,-14.880870,-9.829396
20.610000,-14.866286,-9.829279
20.611484,-14.851703,-9.829162
20.612967,-14.837120,-9.829045
20.614451,-14.822537,-9.828929
20.615935,-14.807954,-9.828812
20.620000,-14.767997,-9.828494
20.624065,-14.728042,-9.828176
20.628131,-14.688087,-9.827859
20.630000,-14.669716,-9.827714
20.631869,-14.651345,-9.827569
20.633739,-14.632975,-9.827424
20.635608,-14.614604,-9.827279
20.637477,-14.596234,-9.827135
20.640000,-14.571443,-9.826940
20.642523,-14.546652,-9.826745
20.645045,-14.521862,-9.826551
20.647568,-14.497073,-9.826357
20.650000,-14.473177,-9.826171
20.652432,-14.449283,-9.825985
20.654864,-14.425388,-9.825799
20.657295,-14.401494,-9.825613
20.659727,-14.377601,-9.825428
20.660000,-14.374920,-9.825407
20.660273,-14.372238,-9.825386
20.660546,-14.369557,-9.825365
20.660819,-14.366876,-9.825345
20.661092,-14.364195,-9.825324
