# Time (s), Freestream Velocity Z (m/s), Az (m/s²)
6.456867,-200.759216,-21.841129
6.460000,-200.690805,-21.832029
6.463133,-200.622422,-21.822937
6.466266,-200.554067,-21.813853
6.469399,-200.485741,-21.804777
6.470000,-200.472629,-21.803036
6.470601,-200.459518,-21.801295
6.471203,-200.446408,-21.799554
6.471804,-200.433299,-21.797814
6.472405,-200.420192,-21.796074
6.478419,-200.289170,-21.778688
6.480000,-200.254744,-21.774123
6.481581,-200.220324,-21.769559
6.483162,-200.185911,-21.764997
6.484743,-200.151506,-21.760438
6.486324,-200.117108,-21.755880
6.490000,-200.037147,-21.745289
6.493676,-199.957224,-21.734709
6.497353,-199.877340,-21.724139
6.500000,-199.819838,-21.716534
6.502647,-199.762355,-21.708935
6.505295,-199.704893,-21.701341
6.507942,-199.647451,-21.693753
6.510000,-199.602816,-21.687858
6.512058,-199.558193,-21.681967
6.514116,-199.513582,-21.676079
6.516173,-199.468983,-21.670195
6.518231,-199.424397,-21.664314
6.520000,-199.386080,-21.659261
6.521769,-199.347772,-21.654210
6.523538,-199.309473,-21.649162
6.525307,-199.271183,-21.644117
6.527075,-199.232902,-21.639074
6.530000,-199.169630,-21.630741
6.532925,-199.106382,-21.622415
6.535849,-199.043159,-21.614095
6.538774,-198.979960,-21.605863
6.540000,-198.953465,-21.602425
6.541226,-198.926974,-21.598988
6.542453,-198.900487,-21.595552
6.543679,-198.874005,-21.592117
6.544906,-198.847526,-21.588683
6.550000,-198.737581,-21.574432
6.555094,-198.627707,-21.560200
6.560000,-198.521976,-21.546514
6.564906,-198.416312,-21.532846
6.569811,-198.310714,-21.519195
6.570000,-198.306650,-21.518670
6.570189,-198.302586,-21.518145
6.570378,-198.298522,-21.517619
6.570567,-198.294458,-21.517094
6.572455,-198.253822,-21.511844
6.574344,-198.213197,-21.506597
6.576233,-198.172582,-21.501352
6.578122,-198.131976,-21.496110
6.580000,-198.091602,-21.490900
6.581878,-198.051238,-21.485692
6.583757,-198.010884,-21.480486
6.585635,-197.970540,-21.475283
6.590000,-197.876832,-21.463203
6.594365,-197.783177,-21.451138
6.598729,-197.689574,-21.439086
6.600000,-197.662338,-21.435581
6.601271,-197.635106,-21.432077
6.602541,-197.607878,-21.428574
6.603812,-197.580655,-21.425072
6.610000,-197.448120,-21.408032
6.616188,-197.315690,-21.391020
6.620000,-197.234177,-21.380557
6.623812,-197.152704,-21.370104
6.627623,-197.071271,-21.359661
6.630000,-197.020509,-21.353155
6.632377,-196.969762,-21.346652
6.634754,-196.919030,-21.340154
6.637131,-196.868315,-21.333660
6.640000,-196.807114,-21.325826
6.642869,-196.745935,-21.317998
6.645739,-196.684779,-21.310177
6.648608,-196.623646,-21.302361
6.650000,-196.593992,-21.298571
6.651392,-196.564343,-21.294782
6.652784,-196.534699,-21.290995
6.654177,-196.505061,-21.287209
6.655569,-196.475428,-21.283424
6.660000,-196.381142,-21.271388
6.664431,-196.286910,-21.259366
6.668863,-196.192730,-21.247358
6.670000,-196.168564,-21.244278
6.671137,-196.144401,-21.241199
6.672275,-196.120241,-21.238121
6.673412,-196.096085,-21.235044
6.674550,-196.071933,-21.231968
6.680000,-195.956256,-21.217241
6.685450,-195.840660,-21.202537
6.690000,-195.744219,-21.190277
6.694550,-195.647833,-21.178032
6.699100,-195.551503,-21.165805
6.700000,-195.532451,-21.163387
6.700900,-195.513400,-21.160970
6.701800,-195.494351,-21.158554
6.702701,-195.475305,-21.156138
6.703601,-195.456261,-21.153723
6.710000,-195.320951,-21.136572
6.716399,-195.185750,-21.119450
6.720000,-195.109719,-21.109828
6.723601,-195.033722,-21.100216
6.727202,-194.957760,-21.090613
6.730000,-194.898754,-21.083157
6.732798,-194.839769,-21.075706
6.735596,-194.780805,-21.068261
6.738395,-194.721861,-21.060822
6.740000,-194.688055,-21.056557
6.741605,-194.654257,-21.052293
6.743211,-194.620465,-21.048032
6.744816,-194.586679,-21.043772
6.750000,-194.477623,-21.030029
6.755184,-194.368637,-21.016304
6.760000,-194.267455,-21.003572
6.764816,-194.166334,-20.990856
6.769632,-194.065274,-20.978156
6.770000,-194.057551,-20.977186
6.770368,-194.049828,-20.976216
6.770736,-194.042106,-20.975246
6.771104,-194.034384,-20.974276
6.774786,-193.957185,-20.964583
6.778467,-193.880022,-20.954900
6.780000,-193.847911,-20.950872
6.781533,-193.815806,-20.946845
6.783065,-193.783707,-20.942820
6.784598,-193.751614,-20.938797
6.790000,-193.638533,-20.924628
6.795402,-193.525529,-20.910479
6.800000,-193.429418,-20.898455
6.804598,-193.333362,-20.886445
6.809195,-193.237361,-20.874450
6.810000,-193.220564,-20.872352
6.810805,-193.203768,-20.870254
6.811609,-193.186974,-20.868157
6.812414,-193.170182,-20.866061
6.820000,-193.011971,-20.846319
6.827586,-192.853909,-20.826618
6.830000,-192.803637,-20.820357
6.832414,-192.753380,-20.814099
6.834828,-192.703139,-20.807846
6.837243,-192.652912,-20.801597
6.840000,-192.595563,-20.794464
6.842757,-192.538234,-20.787337
6.845515,-192.480925,-20.780214
6.848272,-192.423635,-20.773098
6.850000,-192.387748,-20.768641
6.851728,-192.351868,-20.764186
6.853456,-192.315996,-20.759734
6.855183,-192.280131,-20.755283
6.860000,-192.180190,-20.742888
6.864817,-192.080309,-20.730510
6.869633,-191.980487,-20.718148
6.870000,-191.972890,-20.717208
6.870367,-191.965293,-20.716267
6.870733,-191.957696,-20.715327
6.871100,-191.950099,-20.714387
6.874767,-191.874152,-20.704989
6.878435,-191.798239,-20.695601
6.880000,-191.765846,-20.691596
6.881565,-191.733459,-20.687593
6.883131,-191.701078,-20.683592
6.884696,-191.668703,-20.679592
6.890000,-191.559058,-20.666053
6.895304,-191.449484,-20.652533
6.900000,-191.352525,-20.640578
6.904696,-191.255621,-20.628638
6.909392,-191.158773,-20.616713
6.910000,-191.146246,-20.615171
6.910608,-191.133719,-20.613629
6.911215,-191.121194,-20.612088
6.911823,-191.108669,-20.610547
6.917900,-190.983474,-20.595149
6.920000,-190.940221,-20.589832
6.922100,-190.896979,-20.584518
6.924201,-190.853748,-20.579207
6.926301,-190.810529,-20.573900
6.930000,-190.734449,-20.564560
6.933699,-190.658403,-20.555230
6.937397,-190.582392,-20.545909
6.940000,-190.528929,-20.539356
6.942603,-190.475484,-20.532807
6.945205,-190.422055,-20.526263
6.947808,-190.368643,-20.519724
6.950000,-190.323662,-20.514218
6.952192,-190.278693,-20.508716
6.954385,-190.233736,-20.503217
6.956577,-190.188791,-20.497721
6.960000,-190.118645,-20.489147
6.963423,-190.048528,-20.480581
6.966846,-189.978441,-20.472022
6.970000,-189.913878,-20.464142
6.973154,-189.849341,-20.456269
6.976309,-189.784829,-20.448402
6.979463,-189.720341,-20.440541
6.980000,-189.709362,-20.439203
6.980537,-189.698383,-20.437865
6.981074,-189.687405,-20.436528
6.981611,-189.676428,-20.435190
6.986983,-189.566696,-20.421827
6.990000,-189.505094,-20.414330
6.993017,-189.443515,-20.406838
6.996034,-189.381959,-20.399352
6.999051,-189.320426,-20.391873
7.000000,-189.301075,-20.389521
7.000949,-189.281727,-20.387170
7.001898,-189.262380,-20.384820
7.002847,-189.243036,-20.382470
7.010000,-189.097304,-20.364778
7.017153,-188.951697,-20.347118
7.020000,-188.893779,-20.340098
7.022847,-188.835881,-20.333084
7.025694,-188.778003,-20.326076
7.028541,-188.720145,-20.319073
7.030000,-188.690501,-20.315486
7.031459,-188.660863,-20.311901
7.032918,-188.631229,-20.308317
7.040000,-188.487469,-20.290939
7.047082,-188.343832,-20.273593
7.050000,-188.284682,-20.266455
7.052918,-188.225553,-20.259322
7.055836,-188.166445,-20.252194
7.058754,-188.107358,-20.245072
7.060000,-188.082140,-20.242033
7.061246,-188.056926,-20.238995
7.062491,-188.031716,-20.235958
7.063737,-188.006509,-20.232922
7.070000,-187.879842,-20.217673
7.076263,-187.753269,-20.202449
7.080000,-187.677786,-20.193376
7.083737,-187.602337,-20.184311
7.087474,-187.526922,-20.175255
7.090000,-187.475974,-20.169139
7.092526,-187.425041,-20.163028
7.095051,-187.374124,-20.156920
7.097577,-187.323221,-20.150816
7.100000,-187.274403,-20.144964
7.102423,-187.225599,-20.139115
7.104846,-187.176810,-20.133270
7.107269,-187.128034,-20.127429
7.110000,-187.073074,-20.120849
7.112731,-187.018133,-20.114274
7.115462,-186.963209,-20.107703
7.118193,-186.908303,-20.101136
7.120000,-186.871986,-20.096794
7.121807,-186.835677,-20.092454
7.123614,-186.799376,-20.088115
7.125421,-186.763082,-20.083779
7.127228,-186.726796,-20.079445
7.130000,-186.671138,-20.072798
7.132772,-186.615499,-20.066156
7.135545,-186.559877,-20.059519
7.138317,-186.504275,-20.052886
7.140000,-186.470530,-20.048861
7.141683,-186.436792,-20.044839
7.143366,-186.403061,-20.040818
7.145049,-186.369337,-20.036798
7.146732,-186.335619,-20.032781
7.150000,-186.270161,-20.024983
7.153268,-186.204728,-20.017192
7.156536,-186.139320,-20.009407
7.159805,-186.073938,-20.001628
7.160000,-186.070030,-20.001163
7.160195,-186.066123,-20.000698
7.160391,-186.062215,-20.000233
7.160586,-186.058308,-19.999768
7.160781,-186.054401,-19.999304
7.162735,-186.015333,-19.994658
7.164689,-185.976274,-19.990014
7.166643,-185.937225,-19.985372
7.168596,-185.898184,-19.980732
7.170000,-185.870137,-19.977400
7.171404,-185.842095,-19.974069
7.172808,-185.814058,-19.970738
7.174211,-185.786025,-19.967409
7.175615,-185.757997,-19.964081
7.180000,-185.670482,-19.953694
7.184385,-185.583012,-19.943317
7.188770,-185.495588,-19.932951
7.190000,-185.471063,-19.930044
7.191230,-185.446543,-19.927139
7.192461,-185.422025,-19.924234
7.193691,-185.397512,-19.921330
7.194922,-185.373002,-19.918427
7.200000,-185.271881,-19.906455
7.205078,-185.170821,-19.894496
7.210000,-185.072934,-19.882920
7.214922,-184.975104,-19.871358
7.219843,-184.877332,-19.859808
7.220000,-184.874222,-19.859441
7.220157,-184.871113,-19.859074
7.220313,-184.868004,-19.858707
7.220470,-184.864895,-19.858340
7.222035,-184.833807,-19.854669
7.223601,-184.802725,-19.851000
7.225167,-184.771649,-19.847332
7.226732,-184.740578,-19.843665
7.230000,-184.675745,-19.836017
7.233268,-184.610937,-19.828374
7.236536,-184.546153,-19.820736
7.239804,-184.481395,-19.813105
7.240000,-184.477502,-19.812646
7.240196,-184.473609,-19.812187
7.240393,-184.469716,-19.811729
7.240589,-184.465824,-19.811270
7.242554,-184.426904,-19.806685
7.244519,-184.387993,-19.802103
7.246484,-184.349090,-19.797522
7.248449,-184.310197,-19.792943
7.250000,-184.279492,-19.789329
7.251551,-184.248792,-19.785717
7.253103,-184.218098,-19.782105
7.254654,-184.187410,-19.778495
7.260000,-184.081715,-19.766066
7.265346,-183.976087,-19.753652
7.270000,-183.884170,-19.742855
7.274654,-183.792304,-19.732070
7.279309,-183.700489,-19.721296
7.280000,-183.686858,-19.719697
7.280691,-183.673228,-19.718098
7.281382,-183.659599,-19.716500
7.282074,-183.645971,-19.714902
7.288986,-183.509755,-19.698933
7.290000,-183.489776,-19.696591
7.291014,-183.469800,-19.694251
7.292029,-183.449825,-19.691911
7.293043,-183.429853,-19.689571
7.300000,-183.292926,-19.673538
7.306957,-183.156110,-19.657529
7.310000,-183.096305,-19.650535
7.313043,-183.036523,-19.643546
7.316086,-182.976761,-19.636562
7.319129,-182.917020,-19.629583
7.320000,-182.899915,-19.627585
7.320871,-182.882811,-19.625587
7.321743,-182.865709,-19.623590
7.322614,-182.848608,-19.621593
7.330000,-182.703754,-19.604685
7.337386,-182.559023,-19.587806
7.340000,-182.507821,-19.581837
7.342614,-182.456634,-19.575872
7.345229,-182.405463,-19.569911
7.347843,-182.354307,-19.563953
7.350000,-182.312117,-19.559040
7.352157,-182.269937,-19.554130
7.354314,-182.227767,-19.549222
7.356470,-182.185608,-19.544316
7.360000,-182.116640,-19.536293
7.363530,-182.047700,-19.528278
7.367059,-181.978788,-19.520269
7.370000,-181.921391,-19.513601
7.372941,-181.864013,-19.506937
7.375882,-181.806654,-19.500278
7.378823,-181.749315,-19.493623
7.380000,-181.726368,-19.490960
7.381177,-181.703423,-19.488298
7.382355,-181.680482,-19.485636
7.383532,-181.657544,-19.482976
7.390000,-181.531571,-19.468370
7.396468,-181.405693,-19.453785
7.400000,-181.337000,-19.445830
7.403532,-181.268336,-19.437881
7.407064,-181.199699,-19.429939
7.410000,-181.142654,-19.423341
7.412936,-181.085629,-19.416747
7.415873,-181.028624,-19.410157
7.418809,-180.971637,-19.403572
7.420000,-180.948533,-19.400903
7.421191,-180.925432,-19.398234
7.422382,-180.902334,-19.395566
7.423572,-180.879240,-19.392899
7.430000,-180.754636,-19.378515
7.436428,-180.630125,-19.364152
7.440000,-180.560963,-19.356179
7.443572,-180.491829,-19.348212
7.447145,-180.422724,-19.340251
7.450000,-180.367512,-19.333893
7.452855,-180.312319,-19.327540
7.455710,-180.257144,-19.321190
7.458566,-180.201987,-19.314845
7.460000,-180.174285,-19.311659
7.461434,-180.146587,-19.308474
7.462869,-180.118894,-19.305290
7.464303,-180.091205,-19.302107
7.470000,-179.981279,-19.289476
7.475697,-179.871425,-19.276862
7.480000,-179.788495,-19.267344
7.484303,-179.705606,-19.257837
7.488606,-179.622758,-19.248339
7.490000,-179.595932,-19.245264
7.491394,-179.569110,-19.242191
7.492788,-179.542293,-19.239119
7.494181,-179.515480,-19.236047
7.500000,-179.403590,-19.223236
7.505819,-179.291774,-19.210442
7.510000,-179.211467,-19.201260
7.514181,-179.131199,-19.192086
7.518363,-179.050970,-19.182921
7.520000,-179.019564,-19.179335
7.521637,-178.988165,-19.175750
7.523275,-178.956771,-19.172167
7.524912,-178.925384,-19.168585
7.530000,-178.827880,-19.157463
7.535088,-178.730434,-19.146354
7.540000,-178.636415,-19.135644
7.544912,-178.542449,-19.124947
7.549824,-178.448535,-19.114263
7.550000,-178.445167,-19.113880
7.550176,-178.441799,-19.113497
7.550352,-178.438432,-19.113114
7.550529,-178.435064,-19.112731
7.552291,-178.401392,-19.108902
7.554053,-178.367726,-19.105075
7.555814,-178.334067,-19.101250
7.557576,-178.300414,-19.097426
7.560000,-178.254137,-19.092169
7.562424,-178.207872,-19.086915
7.564847,-178.161621,-19.081664
7.567271,-178.115381,-19.076416
7.570000,-178.063324,-19.070510
7.572729,-178.011282,-19.064608
7.575459,-177.959257,-19.058709
7.578188,-177.907247,-19.052815
7.580000,-177.872727,-19.048904
7.581812,-177.838213,-19.044994
7.583624,-177.803707,-19.041087
7.585436,-177.769207,-19.037181
7.590000,-177.682345,-19.027350
7.594564,-177.595529,-19.017531
7.599128,-177.508757,-19.007723
7.600000,-177.492179,-19.005850
7.600872,-177.475604,-19.003977
7.601744,-177.459030,-19.002105
7.602616,-177.442458,-19.000233
7.610000,-177.302228,-18.984402
7.617384,-177.162115,-18.968600
7.620000,-177.112491,-18.963008
7.622616,-177.062882,-18.957418
7.625233,-177.013287,-18.951833
7.627849,-176.963707,-18.946251
7.630000,-176.922968,-18.941666
7.632151,-176.882238,-18.937083
7.634301,-176.841519,-18.932503
7.636452,-176.800809,-18.927925
7.640000,-176.733658,-18.920377
7.643548,-176.666534,-18.912836
7.647097,-176.599436,-18.905301
7.650000,-176.544560,-18.899141
7.652903,-176.489702,-18.892986
7.655806,-176.434862,-18.886836
7.658709,-176.380039,-18.880689
7.660000,-176.355675,-18.877959
7.661291,-176.331314,-18.875229
7.662581,-176.306956,-18.872500
7.663872,-176.282602,-18.869772
7.670000,-176.167001,-18.856829
7.676128,-176.051479,-18.843906
7.680000,-175.978538,-18.835752
7.683872,-175.905628,-18.827606
7.687743,-175.832750,-18.819467
7.690000,-175.790286,-18.814728
7.692257,-175.747832,-18.809990
7.694513,-175.705389,-18.805256
7.696770,-175.662956,-18.800524
7.700000,-175.602243,-18.793756
7.703230,-175.541552,-18.786994
7.706460,-175.480883,-18.780237
7.709690,-175.420236,-18.773486
7.710000,-175.414410,-18.772837
7.710310,-175.408585,-18.772189
7.710621,-175.402760,-18.771541
7.710931,-175.396935,-18.770893
7.714034,-175.338698,-18.764414
7.717137,-175.280482,-18.757941
7.720000,-175.226786,-18.751973
7.722863,-175.173108,-18.746010
7.725726,-175.119447,-18.740051
7.728589,-175.065803,-18.734097
7.730000,-175.039371,-18.731164
7.731411,-175.012942,-18.728231
7.732822,-174.986518,-18.725300
7.734233,-174.960098,-18.722370
7.740000,-174.852163,-18.710406
7.745767,-174.744297,-18.698459
7.750000,-174.665162,-18.689701
7.754233,-174.586065,-18.680952
7.758466,-174.507004,-18.672212
7.760000,-174.478369,-18.669048
7.761534,-174.449738,-18.665885
7.763067,-174.421112,-18.662723
7.764601,-174.392491,-18.659562
7.770000,-174.291781,-18.648446
7.775399,-174.191132,-18.637346
7.780000,-174.105400,-18.627897
7.784601,-174.019711,-18.618459
7.789202,-173.934065,-18.609032
7.790000,-173.919223,-18.607399
7.790798,-173.904383,-18.605767
7.791595,-173.889543,-18.604134
7.792393,-173.874705,-18.602502
7.800000,-173.733251,-18.586953
7.807607,-173.591916,-18.571434
7.810000,-173.547484,-18.566558
7.812393,-173.503064,-18.561686
7.814786,-173.458655,-18.556816
7.817178,-173.414258,-18.551950
7.820000,-173.361920,-18.546215
7.822822,-173.309598,-18.540484
7.825643,-173.257292,-18.534757
7.828465,-173.205002,-18.529034
7.830000,-173.176559,-18.525922
7.831535,-173.148121,-18.522811
7.833070,-173.119688,-18.519702
7.834606,-173.091259,-18.516593
7.840000,-172.991401,-18.505680
7.845394,-172.891603,-18.494782
7.850000,-172.806446,-18.485489
7.854606,-172.721331,-18.476207
7.859211,-172.636260,-18.466935
7.860000,-172.621692,-18.465348
7.860789,-172.607124,-18.463762
7.861578,-172.592559,-18.462175
7.862367,-172.577994,-18.460589
7.870000,-172.437139,-18.445258
7.877633,-172.296400,-18.429956
7.880000,-172.252786,-18.425217
7.882367,-172.209184,-18.420482
7.884734,-172.165592,-18.415749
7.887100,-172.122012,-18.411018
7.890000,-172.068634,-18.405227
7.892900,-172.015272,-18.399439
7.895799,-171.961928,-18.393656
7.898699,-171.908600,-18.387878
7.900000,-171.884682,-18.385287
7.901301,-171.860767,-18.382697
7.902602,-171.836855,-18.380108
7.910000,-171.700928,-18.365400
7.917398,-171.565110,-18.350718
7.920000,-171.517373,-18.345561
7.922602,-171.469650,-18.340408
7.925203,-171.421941,-18.335258
7.927805,-171.374245,-18.330111
7.930000,-171.334017,-18.325772
7.932195,-171.293798,-18.321434
7.934390,-171.253589,-18.317100
7.936585,-171.213389,-18.312767
7.940000,-171.150858,-18.306031
7.943415,-171.088349,-18.299300
7.946831,-171.025864,-18.292575
7.950000,-170.967896,-18.286339
7.953169,-170.909948,-18.280108
7.956339,-170.852019,-18.273881
7.959508,-170.794110,-18.267660
7.960000,-170.785131,-18.266695
7.960492,-170.776152,-18.265731
7.960983,-170.767173,-18.264767
7.961475,-170.758195,-18.263803
7.961966,-170.749217,-18.262839
7.966882,-170.659467,-18.253205
7.970000,-170.602562,-18.247100
7.973118,-170.545676,-18.241000
7.976236,-170.488808,-18.234905
7.979354,-170.431960,-18.228814
7.980000,-170.420189,-18.227553
7.980646,-170.408418,-18.226292
7.981292,-170.396648,-18.225032
7.981937,-170.384879,-18.223771
7.982583,-170.373110,-18.222511
7.989041,-170.255472,-18.209921
7.990000,-170.238011,-18.208054
7.990959,-170.220551,-18.206186
7.991918,-170.203093,-18.204319
7.992877,-170.185637,-18.202453
7.993836,-170.168183,-18.200587
8.000000,-170.056027,-18.188602
8.006164,-169.943945,-18.176635
8.010000,-169.874238,-18.169198
8.013836,-169.804560,-18.161767
8.017672,-169.734910,-18.154344
8.020000,-169.692643,-18.149841
8.022328,-169.650387,-18.145340
8.024657,-169.608141,-18.140842
8.026985,-169.565906,-18.136347
8.029314,-169.523681,-18.131854
8.030000,-169.511242,-18.130531
8.030686,-169.498803,-18.129208
8.031372,-169.486366,-18.127885
8.032058,-169.473929,-18.126562
8.032744,-169.461493,-18.125240
8.039605,-169.337187,-18.112028
8.040000,-169.330033,-18.111268
8.040395,-169.322879,-18.110508
8.040790,-169.315725,-18.109748
8.041185,-169.308572,-18.108988
8.041580,-169.301419,-18.108228
8.045530,-169.229908,-18.100635
8.049480,-169.158426,-18.093050
8.050000,-169.149016,-18.092051
8.050520,-169.139607,-18.091053
8.051040,-169.130198,-18.090055
8.051560,-169.120789,-18.089057
8.056761,-169.026733,-18.079085
8.060000,-168.968191,-18.072881
8.063239,-168.909670,-18.066683
8.066477,-168.851168,-18.060489
8.069716,-168.792686,-18.054300
8.070000,-168.787558,-18.053758
8.070284,-168.782431,-18.053215
8.070568,-168.777303,-18.052673
8.070852,-168.772176,-18.052130
8.071136,-168.767048,-18.051588
8.073976,-168.715785,-18.046166
8.076817,-168.664536,-18.040748
8.079657,-168.613304,-18.035334
8.080000,-168.607116,-18.034680
8.080343,-168.600929,-18.034026
8.080686,-168.594742,-18.033373
8.081029,-168.588555,-18.032719
8.084460,-168.526700,-18.026187
8.087891,-168.464867,-18.019661
8.090000,-168.426864,-18.015652
8.092109,-168.388871,-18.011644
8.094218,-168.350886,-18.007639
8.096327,-168.312909,-18.003635
8.100000,-168.246803,-17.996669
8.103673,-168.180722,-17.989709
8.107345,-168.114667,-17.982755
8.110000,-168.066931,-17.977732
8.112655,-168.019208,-17.972712
8.115310,-167.971498,-17.967695
8.117965,-167.923801,-17.962682
8.120000,-167.887248,-17.958841
8.122035,-167.850703,-17.955002
8.124070,-167.814165,-17.951164
8.126105,-167.777636,-17.947329
8.128141,-167.741114,-17.943495
8.130000,-167.707754,-17.939994
8.131859,-167.674401,-17.936495
8.133719,-167.641054,-17.932997
8.135578,-167.607714,-17.929501
8.137437,-167.574380,-17.926007
8.140000,-167.528448,-17.921193
8.142563,-167.482529,-17.916382
8.145125,-167.436621,-17.911574
8.147688,-167.390727,-17.906769
8.150000,-167.349330,-17.902436
8.152312,-167.307943,-17.898106
8.154624,-167.266567,-17.893778
8.156936,-167.225200,-17.889452
8.159248,-167.183844,-17.885129
8.160000,-167.170399,-17.883724
8.160752,-167.156956,-17.882319
8.161503,-167.143513,-17.880915
8.162255,-167.130072,-17.879510
8.163007,-167.116631,-17.878106
8.170000,-166.991655,-17.865057
8.176993,-166.866770,-17.852029
8.180000,-166.813098,-17.846433
8.183007,-166.759442,-17.840842
8.186014,-166.705803,-17.835254
8.189021,-166.652181,-17.829671
8.190000,-166.634726,-17.827854
8.190979,-166.617274,-17.826037
8.191958,-166.599823,-17.824221
8.192937,-166.582373,-17.822405
8.193916,-166.564926,-17.820590
8.200000,-166.456541,-17.809318
8.206084,-166.348224,-17.798063
8.210000,-166.278540,-17.790827
8.213916,-166.208884,-17.783597
8.217832,-166.139257,-17.776374
8.220000,-166.100724,-17.772379
8.222168,-166.062199,-17.768385
8.224336,-166.023684,-17.764393
8.226504,-165.985176,-17.760404
8.228672,-165.946678,-17.756416
8.230000,-165.923092,-17.753974
8.231328,-165.899510,-17.751532
8.232657,-165.875931,-17.749091
8.233985,-165.852356,-17.746651
8.235313,-165.828783,-17.744212
8.240000,-165.745644,-17.735612
8.244687,-165.662546,-17.727022
8.249373,-165.579488,-17.718441
8.250000,-165.568380,-17.717294
8.250627,-165.557273,-17.716147
8.251254,-165.546166,-17.715000
8.251881,-165.535061,-17.713853
8.252508,-165.523956,-17.712707
8.258777,-165.412946,-17.701251
8.260000,-165.391298,-17.699018
8.261223,-165.369653,-17.696786
8.262446,-165.348010,-17.694554
8.263669,-165.326370,-17.692323
8.264892,-165.304733,-17.690093
8.270000,-165.214399,-17.680785
8.275108,-165.124113,-17.671491
8.280000,-165.037682,-17.662599
8.284892,-164.951295,-17.653717
8.289784,-164.864952,-17.644845
8.290000,-164.861147,-17.644454
8.290216,-164.857343,-17.644064
8.290431,-164.853539,-17.643673
8.290647,-164.849735,-17.643282
8.290862,-164.845931,-17.642891
8.293019,-164.807895,-17.638986
8.295175,-164.769867,-17.635082
8.297331,-164.731848,-17.631180
8.299487,-164.693837,-17.627280
8.300000,-164.684793,-17.626352
8.300513,-164.675750,-17.625425
8.301026,-164.666707,-17.624497
8.301539,-164.657665,-17.623570
8.302052,-164.648623,-17.622643
8.307183,-164.558229,-17.613376
8.310000,-164.508620,-17.608293
8.312817,-164.459025,-17.603213
8.315634,-164.409445,-17.598137
8.318451,-164.359879,-17.593064
8.320000,-164.332627,-17.590275
8.321549,-164.305380,-17.587488
8.323098,-164.278138,-17.584702
8.324647,-164.250899,-17.581916
8.326196,-164.223665,-17.579132
8.330000,-164.156814,-17.572300
8.333804,-164.089990,-17.565474
8.337607,-164.023191,-17.558654
8.340000,-163.981181,-17.554366
8.342393,-163.939182,-17.550081
8.344786,-163.897193,-17.545799
8.347178,-163.855214,-17.541519
8.349571,-163.813245,-17.537241
8.350000,-163.805727,-17.536475
8.350429,-163.798209,-17.535709
8.350857,-163.790691,-17.534943
8.351286,-163.783174,-17.534177
8.351715,-163.775657,-17.533411
8.356002,-163.700504,-17.525756
8.360000,-163.630451,-17.518625
8.363998,-163.560427,-17.511501
8.367996,-163.490431,-17.504383
8.370000,-163.455354,-17.500817
8.372004,-163.420285,-17.497253
8.374008,-163.385222,-17.493691
8.376012,-163.350167,-17.490131
8.380000,-163.280435,-17.483051
8.383988,-163.210732,-17.475978
8.387975,-163.141057,-17.468911
8.390000,-163.105693,-17.465326
8.392025,-163.070337,-17.461742
8.394049,-163.034988,-17.458161
8.396074,-162.999646,-17.454581
8.400000,-162.931128,-17.447642
8.403926,-162.862638,-17.440711
8.407853,-162.794174,-17.433785
8.410000,-162.756740,-17.430000
8.412147,-162.719314,-17.426217
8.414295,-162.681897,-17.422436
8.416442,-162.644487,-17.418657
8.420000,-162.582528,-17.412399
8.423558,-162.520592,-17.406148
8.427115,-162.458677,-17.399901
8.430000,-162.408492,-17.394840
8.432885,-162.358321,-17.389782
8.435769,-162.308165,-17.384728
8.438654,-162.258023,-17.379677
8.440000,-162.234631,-17.377321
8.441346,-162.211242,-17.374966
8.442692,-162.187857,-17.372612
8.444038,-162.164474,-17.370258
8.445384,-162.141095,-17.367906
8.450000,-162.060945,-17.359843
8.454616,-161.980833,-17.351790
8.459232,-161.900758,-17.343744
8.460000,-161.887434,-17.342406
8.460768,-161.874111,-17.341068
8.461537,-161.860789,-17.339731
8.462305,-161.847468,-17.338393
8.463073,-161.834148,-17.337056
8.470000,-161.714097,-17.325013
8.476927,-161.594129,-17.312989
8.480000,-161.540934,-17.307660
8.483073,-161.487755,-17.302336
8.486146,-161.434592,-17.297016
8.489219,-161.381446,-17.291699
8.490000,-161.367944,-17.290349
8.490781,-161.354443,-17.288999
8.491562,-161.340944,-17.287649
8.492343,-161.327445,-17.286299
8.493123,-161.313948,-17.284950
8.500000,-161.195127,-17.273078
8.506877,-161.076388,-17.261224
8.510000,-161.022482,-17.255847
8.513123,-160.968594,-17.250473
8.516247,-160.914722,-17.245103
8.519370,-160.860867,-17.239737
8.520000,-160.850010,-17.238656
8.520630,-160.839154,-17.237575
8.521260,-160.828298,-17.236494
8.521889,-160.817443,-17.235413
8.522519,-160.806589,-17.234332
8.528817,-160.698086,-17.223533
8.530000,-160.677709,-17.221505
8.531183,-160.657335,-17.219479
8.532366,-160.636963,-17.217453
8.533549,-160.616594,-17.215428
8.540000,-160.505579,-17.204395
8.546451,-160.394636,-17.193379
8.550000,-160.333621,-17.187324
8.553549,-160.272627,-17.181275
8.557099,-160.211654,-17.175230
8.560000,-160.161833,-17.170294
8.562901,-160.112026,-17.165360
8.565802,-160.062233,-17.160430
8.568704,-160.012454,-17.155503
8.570000,-159.990215,-17.153302
8.571296,-159.967978,-17.151103
8.572593,-159.945745,-17.148903
